"locale","region","date","description","type","notes"
"it-IT","","2012-01-01","Capodanno","NF",""
"it-IT","","2012-01-06","Epifania","NRF",""
"it-IT","","2012-04-08","Pasqua","NRV",""
"it-IT","","2012-04-09","Pasquetta","NRV",""
"it-IT","","2012-04-25","Festa della liberazione","NF",""
"it-IT","","2012-05-01","Festa del lavoro","NF",""
"it-IT","","2012-06-02","Festa della repubblica","NF",""
"it-IT","","2012-06-29","Santi Apostoli Pietro e Paolo","NRF","Solo per il comune di Roma"
"it-IT","","2012-08-15","Assunzione (ferragosto)","NRF",""
"it-IT","","2012-11-01","Ognissanti","NRF",""
"it-IT","","2012-11-04","Unità nazionale","NF",""
"it-IT","","2012-12-08","Immacolata concezione","NRF",""
"it-IT","","2012-12-25","Natale","NRF",""
"it-IT","","2012-12-26","S.to Stefano","NRF",""
