"locale","region","date","description","type","notes"
"fr-CA","","2026-01-01","Jour de l'An","NF",""
"fr-CA","AB","2026-02-16","Fête de la Famille","V",""
"fr-CA","NB","2026-02-16","Fête de la Famille","V",""
"fr-CA","ON","2026-02-16","Fête de la Famille","V",""
"fr-CA","SK","2026-02-16","Fête de la Famille","V",""
"fr-CA","PE","2026-02-16","Fête des Insulaires","V",""
"fr-CA","MB","2026-02-16","Journée Louis Riel","V",""
"fr-CA","","2026-04-03","Vendredi Saint","NRV",""
"fr-CA","AB","2026-04-06","Lundi de Pâques","RV",""
"fr-CA","PE","2026-04-06","Lundi de Pâques","RV",""
"fr-CA","QC","2026-04-06","Lundi de Pâques","RV",""
"fr-CA","AB","2026-05-18","Fête de la Reine Victoria","V",""
"fr-CA","BC","2026-05-18","Fête de la Reine Victoria","V",""
"fr-CA","MB","2026-05-18","Fête de la Reine Victoria","V",""
"fr-CA","NS","2026-05-18","Fête de la Reine Victoria","V",""
"fr-CA","NT","2026-05-18","Fête de la Reine Victoria","V",""
"fr-CA","NU","2026-05-18","Fête de la Reine Victoria","V",""
"fr-CA","ON","2026-05-18","Fête de la Reine Victoria","V",""
"fr-CA","SK","2026-05-18","Fête de la Reine Victoria","V",""
"fr-CA","YT","2026-05-18","Fête de la Reine Victoria","V",""
"fr-CA","QC","2026-05-18","Journée Nationale des Patriotes","V",""
"fr-CA","QC","2026-06-24","Fête Nationale","F",""
"fr-CA","","2026-07-01","Fête du Canada","NF",""
"fr-CA","SK","2026-08-03","Fête de la Saskatchewan","V",""
"fr-CA","AB","2026-08-03","Fête du Patrimoine","V",""
"fr-CA","NS","2026-08-03","Jour de la Fondation","V",""
"fr-CA","NB","2026-08-03","Jour du Nouveau-Brunswick","V",""
"fr-CA","NT","2026-08-03","Premier lundi d'août","V",""
"fr-CA","NU","2026-08-03","Premier lundi d'août","V",""
"fr-CA","","2026-09-07","Fête du Travail","NV",""
"fr-CA","AB","2026-10-12","Jour de l'Action de grâce","V",""
"fr-CA","BC","2026-10-12","Jour de l'Action de grâce","V",""
"fr-CA","MB","2026-10-12","Jour de l'Action de grâce","V",""
"fr-CA","NL","2026-10-12","Jour de l'Action de grâce","V",""
"fr-CA","NT","2026-10-12","Jour de l'Action de grâce","V",""
"fr-CA","NU","2026-10-12","Jour de l'Action de grâce","V",""
"fr-CA","ON","2026-10-12","Jour de l'Action de grâce","V",""
"fr-CA","QC","2026-10-12","Jour de l'Action de grâce","V",""
"fr-CA","SK","2026-10-12","Jour de l'Action de grâce","V",""
"fr-CA","YT","2026-10-12","Jour de l'Action de grâce","V",""
"fr-CA","AB","2026-11-11","Jour du Souvenir","F",""
"fr-CA","BC","2026-11-11","Jour du Souvenir","F",""
"fr-CA","NB","2026-11-11","Jour du Souvenir","F",""
"fr-CA","NL","2026-11-11","Jour du Souvenir","F",""
"fr-CA","NT","2026-11-11","Jour du Souvenir","F",""
"fr-CA","","2026-12-25","Jour de Noël","NRF",""
"fr-CA","","2026-12-26","Lendemain de Noël","NRF",""
