"locale","region","date","description","type","notes"
"en-NZ","","2019-01-01","New Year's Day","NF",""
"en-NZ","","2019-01-02","Day after New Year's Day","NV",""
"en-NZ","","2019-02-06","Waitangi Day","NF",""
"en-NZ","","2019-04-19","Good Friday","NRV",""
"en-NZ","","2019-04-22","Easter Monday","NRV",""
"en-NZ","","2019-04-25","ANZAC Day","NF",""
"en-NZ","","2019-06-03","Queen's Birthday","NV",""
"en-NZ","","2019-10-28","Labour Day","NV",""
"en-NZ","","2019-12-25","Christmas Day","NRF",""
"en-NZ","","2019-12-26","Boxing Day","NF",""
