"locale","region","date","description","type","notes"
"es-ES","","2012-01-01","Año Nuevo","NF",""
"es-ES","","2012-01-06","Epifanía del Señor","NRF",""
"es-ES","","2012-04-06","Viernes Santo","NRV",""
"es-ES","","2012-04-08","Pascua","NRV",""
"es-ES","","2012-05-01","Fiesta del Trabajo","NF",""
"es-ES","","2012-08-15","Asunción de la Virgen","NRF",""
"es-ES","","2012-10-12","Fiesta Nacional de España","NF",""
"es-ES","","2012-11-01","Todos los Santos","NRF",""
"es-ES","","2012-12-06","Día de la Constitución Española","NF",""
"es-ES","","2012-12-08","Inmaculada Concepción","NRF",""
"es-ES","","2012-12-25","Navidad","NRF",""
