"locale","region","date","description","type","notes"
"cs-CZ","","2025-01-01","Den obnovy samostatného českého státu","NF",""
"cs-CZ","","2025-01-01","Nový rok","NF",""
"cs-CZ","","2025-04-18","Velký pátek","NRV",""
"cs-CZ","","2025-04-21","Velikonoční pondělí","NRV",""
"cs-CZ","","2025-05-01","Svátek práce","NF",""
"cs-CZ","","2025-05-08","Den vítězství","NF",""
"cs-CZ","","2025-07-05","Den slovanských věrozvěstů Cyrila a Metoděje","NRF",""
"cs-CZ","","2025-07-06","Den upálení mistra Jana Husa","NRF",""
"cs-CZ","","2025-09-28","Den české státnosti","NRF",""
"cs-CZ","","2025-10-28","Den vzniku samostatného československého státu","NF",""
"cs-CZ","","2025-11-17","Den boje za svobodu a demokracii a Mezinárodní den studentstva","NF",""
"cs-CZ","","2025-12-24","Štědrý den","NRF",""
"cs-CZ","","2025-12-25","1. svátek vánoční","NRF",""
"cs-CZ","","2025-12-26","2. svátek vánoční","NRF",""
