"locale","region","date","description","type","notes"
"cs-CZ","","2021-01-01","Den obnovy samostatného českého státu","NF",""
"cs-CZ","","2021-01-01","Nový rok","NF",""
"cs-CZ","","2021-04-02","Velký pátek","NRV",""
"cs-CZ","","2021-04-05","Velikonoční pondělí","NRV",""
"cs-CZ","","2021-05-01","Svátek práce","NF",""
"cs-CZ","","2021-05-08","Den vítězství","NF",""
"cs-CZ","","2021-07-05","Den slovanských věrozvěstů Cyrila a Metoděje","NRF",""
"cs-CZ","","2021-07-06","Den upálení mistra Jana Husa","NRF",""
"cs-CZ","","2021-09-28","Den české státnosti","NRF",""
"cs-CZ","","2021-10-28","Den vzniku samostatného československého státu","NF",""
"cs-CZ","","2021-11-17","Den boje za svobodu a demokracii a Mezinárodní den studentstva","NF",""
"cs-CZ","","2021-12-24","Štědrý den","NRF",""
"cs-CZ","","2021-12-25","1. svátek vánoční","NRF",""
"cs-CZ","","2021-12-26","2. svátek vánoční","NRF",""
