"locale","region","date","description","type","notes"
"es-CO","","2027-01-01","Año Nuevo","NF",""
"es-CO","","2027-01-11","Día de los Reyes Magos","NRV",""
"es-CO","","2027-03-22","Día de San José","NRV",""
"es-CO","","2027-03-25","Jueves Santo","NRV",""
"es-CO","","2027-03-26","Viernes Santo","NRV",""
"es-CO","","2027-03-28","Domingo de Pascua","NRV",""
"es-CO","","2027-05-01","Día del Trabajo","NF",""
"es-CO","","2027-05-10","La Ascensión del Señor","NRV",""
"es-CO","","2027-05-31","Corpus Christi","NRV",""
"es-CO","","2027-06-07","El Sagrado Corazón de Jesús","NRV",""
"es-CO","","2027-07-05","San Pedro y San Pablo","NRV",""
"es-CO","","2027-07-20","Grito de Independencia","NF",""
"es-CO","","2027-08-07","Batalla de Boyacá","NF",""
"es-CO","","2027-08-16","Asunción de la Virgen","NRV",""
"es-CO","","2027-10-18","Día de la Raza","NV",""
"es-CO","","2027-11-01","Todos los Santos","NRV",""
"es-CO","","2027-11-15","Independencia de Cartagena","NV",""
"es-CO","","2027-12-08","Inmaculada Concepción","NRF",""
"es-CO","","2027-12-25","Navidad","NRF",""
