"locale","region","date","description","type","notes"
"fr-FR","","2024-01-01","Jour de l'an","NF",""
"fr-FR","","2024-04-01","Lundi de Pâques","NRV",""
"fr-FR","","2024-05-01","Fête du premier mai","NF",""
"fr-FR","","2024-05-08","Armistice 1945","NF",""
"fr-FR","","2024-05-09","Ascension","NRV",""
"fr-FR","","2024-05-19","Pentecôte","NRV",""
"fr-FR","","2024-05-20","Lundi de Pentecôte","NRV",""
"fr-FR","","2024-07-14","Fête nationale","NF",""
"fr-FR","","2024-08-15","Assomption","NRF",""
"fr-FR","","2024-11-01","Toussaint","NRF",""
"fr-FR","","2024-11-11","Armistice 1918","NF",""
"fr-FR","","2024-12-25","Noël","NF",""
